42.64,8.8217
66.681,9.0945
90.722,9.3018
114.76,9.4436
138.8,9.5201
162.85,9.5312
186.89,9.4769
210.93,9.3571
234.97,9.172
259.01,8.9214
283.05,8.6055
307.09,8.2241
331.13,7.7773
56.197,260.25
78.05,256.06
99.903,252.69
121.76,250.12
143.61,248.34
165.46,247.35
187.32,247.15
209.17,247.72
231.02,249.07
252.87,251.22
274.73,254.16
296.58,257.91
318.43,262.49
18.599,8.4836
17.669,26.826
17.054,45.168
16.754,63.51
16.768,81.852
17.096,100.19
17.739,118.54
18.698,136.88
19.973,155.22
21.565,173.56
23.475,191.9
25.706,210.25
28.26,228.59
31.138,246.93
34.344,265.27
355.17,7.265
356.73,25.882
357.87,44.499
358.62,63.116
358.97,81.733
358.92,100.35
358.47,118.97
357.62,137.58
356.37,156.2
354.71,174.82
352.65,193.44
350.18,212.05
347.3,230.67
344,249.29
340.29,267.9
