9.971621033155273484e-01 8.937066123291891317e-01 6.714217664818098452e-01 4.227599339839653858e-01 2.230808819042893743e-01 1.569986565792580446e-01 1.582791143493937069e-01 1.306714152684541885e-01 8.871439652485295368e-02 4.947873163417650100e-02 9.327549785837788709e-01 8.647738614395095169e-01 7.235916659008688745e-01 5.465350620916250568e-01 3.724565178639094309e-01 2.287231762507337951e-01 1.263619454310044299e-01 9.860762401191044968e-02 9.028535300726688029e-02 7.767648950149361187e-02 6.276597123916856369e-02 4.760631021393099682e-02 3.384500521911076171e-02 2.252622303082656846e-02 1.000000000000000000e+00 6.383299999999999841e+01 1.000000000000000000e+00
9.163415775191838808e-01 9.972243963482960716e-01 9.096968160244173207e-01 6.955020503827084033e-01 4.456105611179120851e-01 1.483138182056072396e-01 1.770948722514620599e-01 1.731701329947351875e-01 1.392504216641804737e-01 9.198482564407163553e-02 7.059230273148532353e-01 6.487139302585436251e-01 5.418126777854191944e-01 4.113521098659848052e-01 2.837676059799287276e-01 1.776537765530479540e-01 1.007854604988134561e-01 2.391701367383719801e-01 2.186564583926845495e-01 1.867587665132957597e-01 1.489515747144368463e-01 1.108545261348154870e-01 7.687327316062059213e-02 4.960163951503074320e-02 1.000000000000000000e+00 1.266700000000000017e+02 1.000000000000000000e+00
6.797268596296339727e-01 8.981871513209649383e-01 9.948659376888477901e-01 9.235496440310637656e-01 7.184498283756453052e-01 1.130970743361685571e-01 1.599426360652398682e-01 1.852392804026511131e-01 1.764243172356093903e-01 1.380273479828302563e-01 4.312627271059389367e-01 3.928250045129334511e-01 3.274915423319952335e-01 2.499220066910375626e-01 1.745197305996816217e-01 1.113864240964012597e-01 6.488909681273258290e-02 4.682112726347220089e-01 4.274111499276682102e-01 3.624192723419839557e-01 2.853024205513420286e-01 2.083448483744527735e-01 1.409281639402086006e-01 8.815497317565615387e-02 1.000000000000000000e+00 1.895000000000000000e+02 1.000000000000000000e+00
4.070033411962361569e-01 6.530212071632752746e-01 8.782516058284582927e-01 9.899393315121673975e-01 9.350264994660585360e-01 6.961576969223025324e-02 1.166028099304695503e-01 1.599483203255198938e-01 1.804292216502061119e-01 1.671862673210011419e-01 2.126733169677663959e-01 1.920133957691900761e-01 1.597855559649639379e-01 1.225693190059169574e-01 8.663886522351504915e-02 5.637370560646966927e-02 3.372345622425067940e-02 7.398833990540026884e-01 6.743974030283219623e-01 5.677120010874699974e-01 4.411154990772752083e-01 3.160811572271383096e-01 2.085483308837673411e-01 1.264690066171786920e-01 1.000000000000000000e+00 2.523300000000000125e+02 1.000000000000000000e+00
1.966936608096644945e-01 3.832039661268921149e-01 6.257905811181172506e-01 8.564973213584997636e-01 9.822768348620324330e-01 3.458554650801085734e-02 6.861139260272576534e-02 1.114757574515702759e-01 1.489433624821817903e-01 1.634607939233261864e-01 8.464465016580983991e-02 7.574932222798334835e-02 6.292013419158259957e-02 4.851478332359163842e-02 3.471337724083560505e-02 2.302704071624279286e-02 1.414527788512362320e-02 9.438014182757940018e-01 8.589774293717751252e-01 7.178607122996915058e-01 5.505459798463723242e-01 3.870860801245739613e-01 2.491191020608416185e-01 1.464571706289234942e-01 1.000000000000000000e+00 3.151700000000000159e+02 1.000000000000000000e+00
1.318817170194549748e-01 1.224054794379128008e-01 9.578971461036467350e-02 6.319421038417724623e-02 3.514376307985103698e-02 9.832345603915093601e-01 8.743688166328486000e-01 6.836203288133725353e-01 4.711041995451474840e-01 2.859918992743840649e-01 1.198210630457432480e-01 2.195046513245196840e-01 3.629255912689795527e-01 5.416411947600102694e-01 7.293325851666153659e-01 8.850805586840514438e-01 9.661516757927706145e-01 1.646801583765701571e-02 2.794025720914470115e-02 4.454085232586218329e-02 6.669227076554420930e-02 9.373420304803919967e-02 1.234839383328364404e-01 1.522953293003307673e-01 1.000000000000000000e+00 6.383299999999999841e+01 2.820000000000000000e+02
1.211926327903241757e-01 1.365836714848367994e-01 1.297836959405413437e-01 1.039637377182922456e-01 7.020069067382625483e-02 9.288440743424966062e-01 9.783112226698502667e-01 9.059565400382976197e-01 7.394680120046810412e-01 5.316812723671379137e-01 9.068238658962858578e-02 1.646623833353697275e-01 2.717522819966274317e-01 4.076687182743096161e-01 5.556647601251097912e-01 6.874594275113337094e-01 7.705962520942856164e-01 3.994272896410494544e-02 6.766676414767436309e-02 1.070902494849349379e-01 1.582691792333843217e-01 2.182664570058255593e-01 2.804731292240816298e-01 3.353468539062369747e-01 1.000000000000000000e+00 1.266700000000000017e+02 2.820000000000000000e+02
8.989866848543148770e-02 1.230191512132611104e-01 1.419345171756051238e-01 1.380523219292220660e-01 1.131833007726146673e-01 7.082923802621881038e-01 8.835584783270418185e-01 9.690974687758192596e-01 9.368742843028508016e-01 7.978115464493750197e-01 5.539971332267569493e-02 9.971036301170148330e-02 1.642570903417680250e-01 2.476841170681539361e-01 3.417390223450312292e-01 4.310274108863737519e-01 4.961359957894290185e-01 7.819385904873675519e-02 1.322692669992016345e-01 2.078165915198875446e-01 3.031493961747436794e-01 4.102195325322468555e-01 5.141782249017426976e-01 5.959983016627241614e-01 1.000000000000000000e+00 1.895000000000000000e+02 2.820000000000000000e+02
5.382906078273831663e-02 8.944028481295662747e-02 1.252975028188658968e-01 1.479762611220495905e-01 1.473024021158211017e-01 4.359822701737671169e-01 6.441396981152629486e-01 8.367853299012646406e-01 9.581417150965084728e-01 9.663529469033812491e-01 2.731986803140203784e-02 4.873856087393003966e-02 8.014225440619124341e-02 1.214717901779480691e-01 1.696534884441368018e-01 2.181469830524197517e-01 2.578464080578292683e-01 1.235645991446778641e-01 2.087031425825394970e-01 3.255344901184094031e-01 4.687092977696352136e-01 6.223463914352658222e-01 7.608912766757645052e-01 8.550318880662433063e-01 1.000000000000000000e+00 2.523300000000000125e+02 2.820000000000000000e+02
2.601412310813888684e-02 5.248508240755235532e-02 8.927965127681443402e-02 1.280293319410590325e-01 1.547461354309513648e-01 2.165986980884575530e-01 3.790244998790449071e-01 5.831963617077287054e-01 7.909408879321383479e-01 9.448193469603844985e-01 1.087339354586079609e-02 1.922737180798248652e-02 3.155830557524974544e-02 4.808036487603757625e-02 6.797463851115444211e-02 8.910678137676128485e-02 1.081534783803143190e-01 1.576200304947172059e-01 2.658244057767110702e-01 4.116319903522927537e-01 5.849851572739321881e-01 7.621511742543926049e-01 9.089142589064374000e-01 9.901679033721344503e-01 1.000000000000000000e+00 3.151700000000000159e+02 2.820000000000000000e+02
