2.392144678861717466e+01 9.565939157105164625e+00
2.378086941189943815e+01 9.568243746462684385e+00
2.364029203801776546e+01 9.570548360550668932e+00
2.349971466696855416e+01 9.572852999382037709e+00
2.335913729874819822e+01 9.575157662969665751e+00
2.321855993335307744e+01 9.577462351326348156e+00
2.307798257077956094e+01 9.579767064464833837e+00
2.293740521102402141e+01 9.582071802397795324e+00
2.279682785408281021e+01 9.584376565137844750e+00
2.265625049995228224e+01 9.586681352697530301e+00
2.251567314862878533e+01 9.588986165089343316e+00
2.237509580010864951e+01 9.591291002325702308e+00
2.223451845438821195e+01 9.593595864418967167e+00
2.209394111146378847e+01 9.595900751381433835e+00
2.195336377133169492e+01 9.598205663225336082e+00
2.181278643398824002e+01 9.600510599962836622e+00
2.167220909942972185e+01 9.602815561606044881e+00
2.153163176765243847e+01 9.605120548167001004e+00
2.139105443865267020e+01 9.607425559657679415e+00
2.125047711242669735e+01 9.609730596089994137e+00
2.110989978897078601e+01 9.612035657475795247e+00
2.096932246828120228e+01 9.614340743826865321e+00
2.082874515035420870e+01 9.616645855154926537e+00
2.068816783518604652e+01 9.618950991471635348e+00
2.054759052277295694e+01 9.621256152788587812e+00
2.040701321311118122e+01 9.623561339117307156e+00
2.026643590619693924e+01 9.625866550469259764e+00
2.012585860202645094e+01 9.628171786855851622e+00
1.998528130059593266e+01 9.630477048288410558e+00
1.984470400190159012e+01 9.632782334778214661e+00
1.970412670593961835e+01 9.635087646336467415e+00
1.956354941270620884e+01 9.637392982974315458e+00
1.942297212219754954e+01 9.639698344702832600e+00
1.928239483440980351e+01 9.642003731533037580e+00
1.914181754933915514e+01 9.644309143475879864e+00
1.900124026698176039e+01 9.646614580542243189e+00
1.886066298733377167e+01 9.648920042742950898e+00
1.872008571039134139e+01 9.651225530088755278e+00
1.857950843615060066e+01 9.653531042590355327e+00
1.843893116460769122e+01 9.655836580258370105e+00
1.829835389575873705e+01 9.658142143103361832e+00
1.815777662959985861e+01 9.660447731135835880e+00
1.801719936612716211e+01 9.662753344366219466e+00
1.787662210533675733e+01 9.665058982804879406e+00
