1.878396626112982941e+10 -1.847247915234669495e+11
-1.959941311331415176e+10 2.907813018199362793e+11
6.707479379927230835e+09 -2.019191283888826904e+11
-1.763754745872262192e+10 2.617462654984785156e+11
4.094413901118432617e+10 -4.117427178479290771e+11
-3.607337033215828705e+10 2.851013532712556152e+11
-7.220596003766149521e+09 6.471337019861633301e+10
-5.542526176843430519e+09 -6.543373380562507629e+10
2.020907496665151215e+10 7.427376223132206726e+10
-2.044065128789165115e+10 -3.566248809804544830e+10
8.803994189166996002e+09 -5.597186421412335968e+10
8.432775430155934095e+08 6.587474708822608948e+10
9.228772211031921387e+09 -2.646022300236137772e+10
-2.794676655519546890e+10 -1.942408364786925077e+09
2.679844009444469833e+10 2.777965401121842194e+10
2.141727271339658022e+09 -8.641309887383241272e+10
5.825928706167514611e+04 -7.595528898577709333e+04
-2.877092739275140048e+02 -5.089988480242261915e+00
-2.089617072727130775e+01 5.137944764538489153e+02
